round,accuracy,loss
0,0.0512,2.3089612133895296
1,0.3171,2.1793691644185706
2,0.4122,3.0419746652434143
3,0.3688,3.4666697526279884
4,0.6907,1.1049097112462491
5,0.7386,0.9631150270564647
6,0.7325,0.8454631280295456
7,0.624,2.3197103240821937
8,0.7535,0.9640910670727114
9,0.8265,0.6625611302973349
10,0.7534,1.1243844530250453
11,0.7814,0.9205444053381304
12,0.7847,0.9959441645990444
13,0.7994,0.8754977383945561
14,0.84,0.5974170453610677
15,0.8352,0.5869426453792597
16,0.824,0.7197553136303455
17,0.7666,0.9388042480885228
18,0.8033,0.8245355558546283
19,0.7312,1.582987986033476
20,0.8097,0.8632600322554383
21,0.6101,2.2350933536698547
22,0.8287,0.703346324872367
23,0.7478,1.2319120511978487
24,0.821,0.8547866733013829
25,0.7382,1.0444108315660983
26,0.8663,0.49139960742072214
27,0.8155,0.764067537045177
28,0.8177,0.8936808173415027
29,0.8116,0.7257340796574762
30,0.7911,1.01222257108628
31,0.8197,0.6346422525334962
32,0.8565,0.5927785386013079
33,0.7914,0.9045606187627285
34,0.8852,0.435757672815006
35,0.8548,0.6137907159856603
36,0.7837,1.0048247439951836
37,0.8415,0.674114858236494
38,0.759,1.0813313020935542
39,0.8072,0.8029348435281198
40,0.8878,0.4292890302648273
41,0.8391,0.5832512210818785
42,0.862,0.6351627474532852
43,0.8314,0.7441817716329913
44,0.8371,0.7840698823521409
45,0.7695,0.8969847714599175
46,0.8377,0.7538588494062424
47,0.8314,0.7145267384527605
48,0.8646,0.5354165064194535
49,0.8737,0.48141139613676676
50,0.8581,0.5409853009483482
51,0.7976,0.8229791759690152
52,0.8786,0.517280692163902
53,0.8658,0.526400346921969
54,0.7723,1.0874546977538098
55,0.8707,0.5415484226202663
56,0.8046,1.0276718166055558
57,0.7386,1.7722340663777123
58,0.826,0.8161494654567936
59,0.8826,0.5055324597449242
60,0.6902,1.32502150988277
61,0.7782,1.0412627373692356
62,0.7738,0.9674745383141916
63,0.8709,0.7164423317188704
64,0.7999,0.9622987674761422
65,0.8324,0.7511720434774326
66,0.8259,0.6482370471275305
67,0.875,0.5045669637620449
68,0.7359,1.3728865411462663
69,0.8709,0.5595533212623264
70,0.8463,0.6540066691327698
71,0.8634,0.5603927898256085
72,0.8719,0.5974805289407885
73,0.6835,1.805039316038542
74,0.6662,1.6418149184577073
75,0.8726,0.4828841021708861
76,0.8753,0.5389106988293838
77,0.8192,0.6872098418070546
78,0.6024,1.7413019062597541
79,0.6949,1.3096893769276292
80,0.7922,0.7860860017281545
81,0.8408,0.8062023124362849
82,0.8864,0.49726623409911047
83,0.7828,1.1624123665350903
84,0.8562,0.5412787834677515
85,0.7181,2.4284370081334172
86,0.7155,1.2894253610055657
87,0.7124,1.7354903892625737
88,0.7062,1.9900891199896606
89,0.743,1.2022919477541236
90,0.5229,3.019608831103844
91,0.7058,2.193620523319969
92,0.6256,1.731488208982009
93,0.8229,0.7202210752647135
94,0.8645,0.6230350270678725
95,0.8088,0.8381732592854318
96,0.807,0.7885957590386837
97,0.793,1.0734878269177448
98,0.5525,2.381055582927752
99,0.7676,0.9659975959530359
100,0.828,0.7382022148068947
101,0.6222,1.565107723580131
102,0.8017,0.9974488056724584
103,0.8066,0.7442072143283072
104,0.6412,2.1223416464238225
105,0.5554,2.4829119421258756
106,0.7625,1.1343136671223217
107,0.8092,0.721699832549578
108,0.7242,0.9604832190501539
109,0.8493,0.6367445823889745
110,0.7388,1.277500846717931
111,0.703,1.3555613786359377
112,0.5832,1.6554322710520104
113,0.8286,0.8221694398907167
114,0.8359,0.6263266837672342
115,0.8094,0.9532077112529851
116,0.8,0.9321172195663557
117,0.6635,1.881870916372613
118,0.7109,1.060476571698732
119,0.5529,2.9510945474045185
120,0.8383,0.7731160675234432
121,0.8548,0.6477548075439055
122,0.6939,1.480273676069477
123,0.7916,0.9381553440154353
124,0.7245,1.1022256069545504
125,0.4824,2.8914430005640925
126,0.8432,0.7270429175865801
127,0.8338,0.7926287411040143
128,0.8429,0.7593309496399723
129,0.7936,1.0934140840663185
130,0.7441,1.6687816683250138
131,0.8457,0.6049030723073815
132,0.6829,1.2910904959787297
133,0.7725,1.316017533027673
134,0.8755,0.5168390987040121
135,0.7387,1.4397399757481828
136,0.5862,2.68762973743149
137,0.7996,0.8625550779360759
138,0.7383,1.1836540748046924
139,0.7532,1.5099814835982988
140,0.7406,1.292102676780918
141,0.8292,0.7402693591540372
142,0.7516,1.3203178598910947
143,0.8767,0.6265047619803042
144,0.7632,1.2845070380953294
145,0.7453,1.3789025303683704
146,0.8306,0.6545930008722257
147,0.681,1.1027140225036234
148,0.6649,2.9998128338705135
149,0.8043,0.7658049962188624
150,0.7258,1.5186611489404607
151,0.6661,1.3599075901357434
152,0.8623,0.866090933356104
153,0.6284,2.265560221068467
154,0.7762,1.1391269643849964
155,0.8463,0.8115592312209213
156,0.8615,0.7882635214283497
157,0.6475,1.3989045423797415
158,0.7622,0.997354939768586
159,0.7047,1.8603400263605239
160,0.7837,0.9763008537171762
161,0.7833,0.9670893565008912
162,0.7211,1.7487312623217135
163,0.8835,0.5403460559399822
164,0.8455,0.7730062868021712
165,0.7724,1.07909608868104
166,0.8143,0.7116494955895822
167,0.7645,1.578610989489133
168,0.8845,0.52083786926527
169,0.5895,2.3221776409994197
170,0.815,0.842089303686649
171,0.7384,1.2334110744391815
172,0.6616,1.4249866491631618
173,0.8871,0.4639564740907731
174,0.7792,0.8187543834689297
175,0.5631,2.8452753009675424
176,0.7746,0.9290784111340777
177,0.7164,1.2036545880233185
178,0.7074,1.1139026039008852
179,0.7729,1.403239219626294
180,0.7296,1.7815633038931256
181,0.7575,1.542952519428881
182,0.8719,0.7160650918472417
183,0.6826,1.675083109849616
184,0.8321,0.7731331075671353
185,0.8848,0.43195552930613107
186,0.872,0.6474567923836315
187,0.8024,1.2384700407333011
188,0.7752,0.8475622036789037
189,0.7418,1.3464255249952968
190,0.7728,1.2077465589287915
191,0.7988,1.0848266161695312
192,0.7474,2.040843306462976
193,0.8214,0.7042592231985889
194,0.7656,1.025175309633907
195,0.7243,1.1361830973926978
196,0.7756,0.8133042432084868
197,0.8695,0.5808939764488347
198,0.7622,1.2446271152813224
199,0.8095,0.9789998078648048
200,0.7561,1.2833234305623211
