round,accuracy,loss
0,0.0934,2.302208254608927
1,0.8805,0.4897668710615061
2,0.9245,0.2676165200109723
3,0.941,0.20389807410538197
4,0.951,0.16607364138611888
5,0.9563,0.14338534595916355
6,0.9618,0.12423833883426423
7,0.9656,0.11021902782347383
8,0.9682,0.09958242923551816
9,0.9706,0.09327245414068427
10,0.973,0.08378045695916383
11,0.9745,0.0791612307812217
12,0.9754,0.07385965059157697
13,0.9771,0.07004585873948622
14,0.9776,0.06759774533566087
15,0.978,0.06448070222623882
16,0.979,0.06250971326710586
17,0.9799,0.060901405462181736
18,0.9802,0.05800962463740401
19,0.9804,0.05631444363742831
20,0.9811,0.053577753133140504
21,0.9817,0.05314362040629516
22,0.9822,0.051287961855554315
23,0.9822,0.04991670086415473
24,0.9825,0.04910965135160397
25,0.9829,0.0478048955021821
26,0.9834,0.046811204828039
27,0.9832,0.04566485701015372
28,0.9834,0.044905274072323066
29,0.9839,0.04449326022752101
30,0.9843,0.04368166637657021
31,0.9838,0.044097787459842164
32,0.9846,0.04154715448679827
33,0.9858,0.042318081661183504
34,0.9853,0.0414110849437575
35,0.9853,0.04075333749789957
36,0.9849,0.03979561973014652
37,0.9855,0.04010301844225725
38,0.9855,0.039296548968771196
39,0.9861,0.038067907476805066
40,0.9858,0.03786920885972846
41,0.986,0.037379423358541754
42,0.9863,0.03739365399225698
43,0.9866,0.03602153514823184
44,0.9864,0.035765180559873086
45,0.9868,0.03601259313843543
46,0.9868,0.03550812839331471
47,0.9864,0.03575132957485039
48,0.9869,0.035233136185421315
49,0.986,0.035835572164280995
50,0.9874,0.03448575507492841
51,0.9871,0.03471952095856931
52,0.9871,0.03483961080725944
53,0.9878,0.03393671184146771
54,0.9875,0.03407114088484469
55,0.988,0.032801414491045816
56,0.9871,0.03394475078100266
57,0.988,0.032821470986141035
58,0.988,0.033072294083536645
59,0.9873,0.03347284054366873
60,0.9873,0.033118202029786346
61,0.9878,0.032911217455657144
62,0.9884,0.03195563992322386
63,0.9879,0.033014804245944614
64,0.9878,0.032528684114736334
65,0.9881,0.03233245066145127
66,0.9882,0.03228040914671257
67,0.9881,0.03295471368872751
68,0.9883,0.03198511855112837
69,0.9886,0.03185929439044955
70,0.9889,0.031085374412076
71,0.9887,0.03142300867627075
72,0.9887,0.0316848802210384
73,0.9882,0.031208333709849895
74,0.9884,0.03138697985769231
75,0.9891,0.03101492415967359
76,0.9889,0.031168903980570473
77,0.9892,0.03160539749860848
78,0.989,0.031078310543721906
79,0.989,0.031545696822175597
80,0.989,0.0315212371206259
81,0.989,0.030865785494249474
82,0.9887,0.031119942429817273
83,0.9889,0.031105981137892442
84,0.9891,0.03105686714048094
85,0.9893,0.03089124974749096
86,0.989,0.03103288079205701
87,0.9895,0.03103701512060945
88,0.9896,0.030921224170452673
89,0.9886,0.03099828527051671
90,0.9898,0.0316024309242977
91,0.9892,0.030856165695050675
92,0.9889,0.03048168110251913
93,0.9895,0.030653780035554287
94,0.9891,0.030503405505729875
95,0.9887,0.03109759136371199
96,0.9898,0.03122594927656826
97,0.9894,0.030827405908088554
98,0.9898,0.030661227434163114
99,0.9895,0.030505045256413264
100,0.9897,0.030588061095702963
101,0.9892,0.03176573977934016
102,0.9901,0.03098343285654077
103,0.9894,0.031214661728899033
104,0.9896,0.030775448420126274
105,0.9894,0.031153565154909302
106,0.9894,0.03129490128812213
107,0.9892,0.03105365644916927
108,0.9902,0.0308374638785965
109,0.9899,0.03146052190650268
110,0.9901,0.031011293418861344
111,0.9905,0.03141821846088533
112,0.9893,0.03139224187775711
113,0.9902,0.031568455245673525
114,0.9904,0.03189035355150644
115,0.9897,0.03150965371294292
116,0.9903,0.03150797687782893
117,0.9898,0.03140986653352805
118,0.9899,0.03144979711068336
119,0.9904,0.03163731204127728
120,0.9892,0.0313549928977311
121,0.9899,0.031083237594188337
122,0.99,0.031873350591358526
123,0.9899,0.031657590321087864
124,0.9901,0.03144772816142018
125,0.99,0.03159255029775039
